4.85637022e-1 1.05951814e-2
4.18736834e-1 1.19096648e-2
3.80298029e-1 1.30230511e-2
3.45387793e-1 1.43795943e-2
3.13682214e-1 1.57785550e-2
2.84887113e-1 1.71223820e-2
2.58735317e-1 1.84521240e-2
2.34984179e-1 1.97407220e-2
2.13413325e-1 2.11853845e-2
1.93822612e-1 2.24222980e-2
1.76030269e-1 2.36985042e-2
1.59871210e-1 2.50647413e-2
1.45195505e-1 2.64729637e-2
1.31866987e-1 2.75652297e-2
1.19761987e-1 2.87224938e-2
1.08768190e-1 2.99803270e-2
9.87835913e-2 3.14784359e-2
8.97155493e-2 3.31318050e-2
8.14799268e-2 3.45587353e-2
7.40003102e-2 3.60721529e-2
6.72073002e-2 3.76910730e-2
6.10378686e-2 3.96157148e-2
5.54347725e-2 4.16675505e-2
5.03460241e-2 4.37648544e-2
4.57244077e-2 4.60156142e-2
4.15270421e-2 4.84325319e-2
3.77149823e-2 5.11536363e-2
3.42528583e-2 5.41026831e-2
3.11085471e-2 5.77404682e-2
2.82528743e-2 6.17513180e-2
2.56593439e-2 6.62014242e-2
2.33038919e-2 7.18396632e-2
2.00577110e-2 8.22727133e-2
1.71332718e-2 1.04867050e-1
1.63994354e-2 1.31497658e-1
1.73525625e-2 1.70166132e-1
1.85401340e-2 2.04273360e-1
2.00488402e-2 2.44467094e-1
2.18111823e-2 2.92663163e-1
2.36571475e-2 3.48220556e-1
2.57366687e-2 4.15406884e-1
2.82528743e-2 4.88707290e-1
3.11085471e-2 5.67077415e-1
3.42528583e-2 6.49167959e-1
3.77149823e-2 7.31371145e-1
4.15270421e-2 8.21128604e-1
4.57244077e-2 9.07614235e-1
5.03460241e-2 9.97653194e-1
5.54347725e-2 1.08903822e+0
6.10378686e-2 1.18098019e+0
6.72073002e-2 1.27713319e+0
7.40003102e-2 1.36870725e+0
8.14799268e-2 1.46024369e+0
8.97155493e-2 1.54229939e+0
9.87835913e-2 1.61601374e+0
1.08768190e-1 1.69619235e+0
1.19761987e-1 1.77664526e+0
1.31866987e-1 1.86026838e+0
1.45195505e-1 1.92898923e+0
1.60296229e-1 2.00119527e+0
1.76030269e-1 2.11060730e+0
1.93039882e-1 2.19609092e+0
2.15171868e-1 2.26974956e+0
2.34472725e-1 2.36908034e+0
2.58735317e-1 2.52967504e+0
2.86042261e-1 2.67016889e+0
3.12545133e-1 2.80041385e+0
3.48246240e-1 3.04539426e+0
3.80298029e-1 3.33434812e+0
4.18736834e-1 3.55663794e+0
4.61060859e-1 4.02191301e+0
5.07317992e-1 4.54752781e+0
5.56099154e-1 5.18462100e+0
6.10992539e-1 6.01242587e+0
6.73259420e-1 7.12006026e+0
7.32856614e-1 1.03340025e+1
7.20135878e-1 1.32755900e+1
6.68490219e-1 1.59886681e+1
6.08110342e-1 1.71293753e+1
5.52287608e-1 1.86011570e+1
5.01589237e-1 1.98036975e+1
4.55544826e-1 2.09018220e+1
4.13727157e-1 2.30630403e+1
3.60607056e-1 2.62009873e+1
3.30378218e-1 3.28571566e+1
3.16227766e-1 3.89356601e+1
