0.00000,0.00000,45.2213
0.00000,0.00671,45.2213
0.00000,0.01342,45.2213
0.00000,0.02013,45.2213
0.00000,0.02685,45.2213
0.00000,0.03356,45.2213
0.00000,0.04027,45.2213
0.00000,0.04698,45.2213
0.00000,0.05369,45.2213
0.00000,0.06040,45.2213
0.00000,0.06711,45.2213
0.00000,0.07383,45.2213
0.00000,0.08054,45.2213
0.00000,0.08725,45.2213
0.00000,0.09396,45.2213
0.00000,0.10067,45.2213
0.00000,0.10738,45.2213
0.00000,0.11409,45.2213
0.00000,0.12081,45.2213
0.00000,0.12752,45.2213
0.00000,0.13423,45.2213
0.00000,0.14094,45.2213
0.00000,0.14765,45.2213
0.00000,0.15436,45.2213
0.00000,0.16107,45.2213
0.00000,0.16779,45.2213
0.00000,0.17450,45.2213
0.00000,0.18121,45.2213
0.00000,0.18792,45.2213
0.00000,0.19463,45.2213
0.00000,0.20134,45.2213
0.00000,0.20805,45.2213
0.00000,0.21477,45.2213
0.00000,0.22148,45.2213
0.00000,0.22819,45.2213
0.00000,0.23490,45.2213
0.00000,0.24161,45.2213
0.00000,0.24832,45.2213
0.00000,0.25503,45.2213
0.00000,0.26174,45.2213
0.00000,0.26846,45.2213
0.00000,0.27517,45.2213
0.00000,0.28188,45.2213
0.00000,0.28859,45.2213
0.00000,0.29530,45.2213
0.00000,0.30201,45.2213
0.00000,0.30872,45.2213
0.00000,0.31544,45.2213
0.00000,0.32215,45.2213
0.00000,0.32886,45.2213
0.00000,0.33557,45.2213
0.00000,0.34228,45.2213
0.00000,0.34899,45.2213
0.00000,0.35570,45.2213
0.00000,0.36242,45.2213
0.00000,0.36913,45.2213
0.00000,0.37584,45.2213
0.00000,0.38255,45.2213
0.00000,0.38926,45.2213
0.00000,0.39597,45.2213
0.00000,0.40268,45.2213
0.00000,0.40940,45.2213
0.00000,0.41611,45.2213
0.00000,0.42282,45.2213
0.00000,0.42953,45.2213
0.00000,0.43624,45.2213
0.00000,0.44295,45.2213
0.00000,0.44966,45.2213
0.00000,0.45638,45.2213
0.00000,0.46309,45.2213
0.00000,0.46980,45.2213
0.00000,0.47651,45.2213
0.00000,0.48322,45.2213
0.00000,0.48993,45.2213
0.00000,0.49664,45.2213
0.00000,0.50336,45.2213
0.00000,0.51007,45.2213
0.00000,0.51678,45.2213
0.00000,0.52349,45.2213
0.00000,0.53020,45.2213
0.00000,0.53691,45.2213
0.00000,0.54362,45.2213
0.00000,0.55034,45.2213
0.00000,0.55705,45.2213
0.00000,0.56376,45.2213
0.00000,0.57047,45.2213
0.00000,0.57718,45.2214
0.00000,0.58389,45.2214
0.00000,0.59060,45.2214
0.00000,0.59732,45.2214
0.00000,0.60403,45.2214
0.00000,0.61074,45.2214
0.00000,0.61745,45.2214
0.00000,0.62416,45.2214
0.00000,0.63087,45.2214
0.00000,0.63758,45.2214
0.00000,0.64430,45.2214
0.00000,0.65101,45.2214
0.00000,0.65772,45.2214
0.00000,0.66443,45.2214
0.00000,0.67114,45.2214
0.00000,0.67785,45.2214
0.00000,0.68456,45.2214
0.00000,0.69128,45.2214
0.00000,0.69799,45.2214
0.00000,0.70470,45.2214
0.00000,0.71141,45.2214
0.00000,0.71812,45.2214
0.00000,0.72483,45.2214
0.00000,0.73154,45.2214
0.00000,0.73826,45.2214
0.00000,0.74497,45.2214
0.00000,0.75168,45.2214
0.00000,0.75839,45.2214
0.00000,0.76510,45.2214
0.00000,0.77181,45.2214
0.00000,0.77852,45.2214
0.00000,0.78523,45.2214
0.00000,0.79195,45.2214
0.00000,0.79866,45.2214
0.00000,0.80537,45.2214
0.00000,0.81208,45.2214
0.00000,0.81879,45.2214
0.00000,0.82550,45.2214
0.00000,0.83221,45.2214
0.00000,0.83893,45.2214
0.00000,0.84564,45.2214
0.00000,0.85235,45.2214
0.00000,0.85906,45.2214
0.00000,0.86577,45.2214
0.00000,0.87248,45.2214
0.00000,0.87919,45.2214
0.00000,0.88591,45.2214
0.00000,0.89262,45.2214
0.00000,0.89933,45.2214
0.00000,0.90604,45.2214
0.00000,0.91275,45.2214
0.00000,0.91946,45.2214
0.00000,0.92617,45.2214
0.00000,0.93289,45.2214
0.00000,0.93960,45.2214
0.00000,0.94631,45.2214
0.00000,0.95302,45.2214
0.00000,0.95973,45.2214
0.00000,0.96644,45.2214
0.00000,0.97315,45.2215
0.00000,0.97987,45.2215
0.00000,0.98658,45.2215
0.00000,0.99329,45.2215
0.00000,1.00000,45.2215
0.06711,0.00000,45.2213
0.06711,0.00671,45.1978
0.06711,0.01342,45.1743
0.06711,0.02013,45.1508
0.06711,0.02685,45.1273
0.06711,0.03356,45.1038
0.06711,0.04027,45.0803
0.06711,0.04698,45.0569
0.06711,0.05369,45.0334
0.06711,0.06040,45.0100
0.06711,0.06711,44.9865
0.06711,0.07383,44.9631
0.06711,0.08054,44.9396
0.06711,0.08725,44.9162
0.06711,0.09396,44.8928
0.06711,0.10067,44.8694
0.06711,0.10738,44.8460
0.06711,0.11409,44.8226
0.06711,0.12081,44.7992
0.06711,0.12752,44.7758
0.06711,0.13423,44.7524
0.06711,0.14094,44.7291
0.06711,0.14765,44.7057
0.06711,0.15436,44.6823
0.06711,0.16107,44.6590
0.06711,0.16779,44.6356
0.06711,0.17450,44.6123
0.06711,0.18121,44.5890
0.06711,0.18792,44.5657
0.06711,0.19463,44.5423
0.06711,0.20134,44.5190
0.06711,0.20805,44.4957
0.06711,0.21477,44.4724
0.06711,0.22148,44.4492
0.06711,0.22819,44.4259
0.06711,0.23490,44.4026
0.06711,0.24161,44.3793
0.06711,0.24832,44.3561
0.06711,0.25503,44.3328
0.06711,0.26174,44.3096
0.06711,0.26846,44.2863
0.06711,0.27517,44.2631
0.06711,0.28188,44.2399
0.06711,0.28859,44.2167
0.06711,0.29530,44.1935
0.06711,0.30201,44.1702
0.06711,0.30872,44.1471
0.06711,0.31544,44.1239
0.06711,0.32215,44.1007
0.06711,0.32886,44.0775
0.06711,0.33557,44.0543
0.06711,0.34228,44.0312
0.06711,0.34899,44.0080
0.06711,0.35570,43.9849
0.06711,0.36242,43.9617
0.06711,0.36913,43.9386
0.06711,0.37584,43.9155
0.06711,0.38255,43.8923
0.06711,0.38926,43.8692
0.06711,0.39597,43.8461
0.06711,0.40268,43.8230
0.06711,0.40940,43.7999
0.06711,0.41611,43.7768
0.06711,0.42282,43.7538
0.06711,0.42953,43.7307
0.06711,0.43624,43.7076
0.06711,0.44295,43.6846
0.06711,0.44966,43.6615
0.06711,0.45638,43.6385
0.06711,0.46309,43.6154
0.06711,0.46980,43.5924
0.06711,0.47651,43.5694
0.06711,0.48322,43.5464
0.06711,0.48993,43.5234
0.06711,0.49664,43.5004
0.06711,0.50336,43.4774
0.06711,0.51007,43.4544
0.06711,0.51678,43.4314
0.06711,0.52349,43.4084
0.06711,0.53020,43.3854
0.06711,0.53691,43.3625
0.06711,0.54362,43.3395
0.06711,0.55034,43.3166
0.06711,0.55705,43.2936
0.06711,0.56376,43.2707
0.06711,0.57047,43.2478
0.06711,0.57718,43.2249
0.06711,0.58389,43.2020
0.06711,0.59060,43.1791
0.06711,0.59732,43.1562
0.06711,0.60403,43.1333
0.06711,0.61074,43.1104
0.06711,0.61745,43.0875
0.06711,0.62416,43.0646
0.06711,0.63087,43.0418
0.06711,0.63758,43.0189
0.06711,0.64430,42.9961
0.06711,0.65101,42.9732
0.06711,0.65772,42.9504
0.06711,0.66443,42.9276
0.06711,0.67114,42.9048
0.06711,0.67785,42.8819
0.06711,0.68456,42.8591
0.06711,0.69128,42.8363
