# the oscillation parameters of (dm2, sin^2_theta14, and sin^2_theta_24) are divided into 80x60x60 grids 
# column 1-3: index for the dm2, sin^2_theta14, and sin^2_theta_24
# column 4-6: values of the dm2 (eV^2), sin^2_theta14, and sin^2_theta_24
# column 7: delta_Chi2 = Chi2_gridpoint - Chi2_globalmin
 2 36 58   0.0119 0.023263 0.681292       2.57597375
 2 36 59   0.0119 0.023263 0.794328       2.58258364
 2 36 60   0.0119 0.023263 0.926119       2.58985410
 2 37  1   0.0119 0.027123 0.000108       2.52937637
 2 37  2   0.0119 0.027123 0.000126       2.52937742
 2 37  3   0.0119 0.027123 0.000147       2.52937864
 2 37  4   0.0119 0.027123 0.000171       2.52938006
 2 37  5   0.0119 0.027123 0.000200       2.52938172
 2 37  6   0.0119 0.027123 0.000233       2.52938365
 2 37  7   0.0119 0.027123 0.000271       2.52938590
 2 37  8   0.0119 0.027123 0.000316       2.52938852
 2 37  9   0.0119 0.027123 0.000369       2.52939159
 2 37 10   0.0119 0.027123 0.000430       2.52939515
 2 37 11   0.0119 0.027123 0.000501       2.52939931
 2 37 12   0.0119 0.027123 0.000584       2.52940417
 2 37 13   0.0119 0.027123 0.000681       2.52940982
 2 37 14   0.0119 0.027123 0.000794       2.52941641
 2 37 15   0.0119 0.027123 0.000926       2.52942410
 2 37 16   0.0119 0.027123 0.001080       2.52943306
 2 37 17   0.0119 0.027123 0.001259       2.52944351
 2 37 18   0.0119 0.027123 0.001468       2.52945569
 2 37 19   0.0119 0.027123 0.001711       2.52947909
 2 37 20   0.0119 0.027123 0.001995       2.52949628
 2 37 21   0.0119 0.027123 0.002326       2.52951606
 2 37 22   0.0119 0.027123 0.002712       2.52953942
 2 37 23   0.0119 0.027123 0.003162       2.52956664
 2 37 24   0.0119 0.027123 0.003687       2.52964021
 2 37 25   0.0119 0.027123 0.004299       2.52968604
 2 37 26   0.0119 0.027123 0.005012       2.52973945
 2 37 27   0.0119 0.027123 0.005843       2.52980185
 2 37 28   0.0119 0.027123 0.006813       2.52987443
 2 37 29   0.0119 0.027123 0.007943       2.53000884
 2 37 30   0.0119 0.027123 0.009261       2.53010902
 2 37 31   0.0119 0.027123 0.010798       2.53023070
 2 37 32   0.0119 0.027123 0.012589       2.53037023
 2 37 33   0.0119 0.027123 0.014678       2.53034854
 2 37 34   0.0119 0.027123 0.017113       2.53050789
 2 37 35   0.0119 0.027123 0.019953       2.53069270
 2 37 36   0.0119 0.027123 0.023263       2.53095339
 2 37 37   0.0119 0.027123 0.027123       2.53109359
 2 37 38   0.0119 0.027123 0.031623       2.53140377
 2 37 39   0.0119 0.027123 0.036869       2.53193723
 2 37 40   0.0119 0.027123 0.042987       2.53258226
 2 37 41   0.0119 0.027123 0.050119       2.53332865
 2 37 42   0.0119 0.027123 0.058434       2.53421626
 2 37 43   0.0119 0.027123 0.068129       2.53516762
 2 37 44   0.0119 0.027123 0.079433       2.53601171
 2 37 45   0.0119 0.027123 0.092612       2.53722405
 2 37 46   0.0119 0.027123 0.107978       2.53870152
 2 37 47   0.0119 0.027123 0.125893       2.54007595
 2 37 48   0.0119 0.027123 0.146780       2.54171661
 2 37 49   0.0119 0.027123 0.171133       2.54363183
 2 37 50   0.0119 0.027123 0.199526       2.54588859
 2 37 51   0.0119 0.027123 0.232631       2.54855667
 2 37 52   0.0119 0.027123 0.271227       2.55153317
 2 37 53   0.0119 0.027123 0.316228       2.55508509
 2 37 54   0.0119 0.027123 0.368695       2.55938589
 2 37 55   0.0119 0.027123 0.429866       2.56433070
 2 37 56   0.0119 0.027123 0.501187       2.56988216
 2 37 57   0.0119 0.027123 0.584341       2.57616982
 2 37 58   0.0119 0.027123 0.681292       2.58316835
 2 37 59   0.0119 0.027123 0.794328       2.59106094
 2 37 60   0.0119 0.027123 0.926119       2.59969781
 2 38  1   0.0119 0.031623 0.000108       2.52934269
 2 38  2   0.0119 0.031623 0.000126       2.52934386
 2 38  3   0.0119 0.031623 0.000147       2.52934522
 2 38  4   0.0119 0.031623 0.000171       2.52934680
 2 38  5   0.0119 0.031623 0.000200       2.52934865
 2 38  6   0.0119 0.031623 0.000233       2.52935081
 2 38  7   0.0119 0.031623 0.000271       2.52935332
 2 38  8   0.0119 0.031623 0.000316       2.52935625
 2 38  9   0.0119 0.031623 0.000369       2.52935966
 2 38 10   0.0119 0.031623 0.000430       2.52936364
 2 38 11   0.0119 0.031623 0.000501       2.52936828
 2 38 12   0.0119 0.031623 0.000584       2.52937369
 2 38 13   0.0119 0.031623 0.000681       2.52938000
 2 38 14   0.0119 0.031623 0.000794       2.52938736
 2 38 15   0.0119 0.031623 0.000926       2.52939593
 2 38 16   0.0119 0.031623 0.001080       2.52940593
 2 38 17   0.0119 0.031623 0.001259       2.52941758
 2 38 18   0.0119 0.031623 0.001468       2.52944035
 2 38 19   0.0119 0.031623 0.001711       2.52945682
 2 38 20   0.0119 0.031623 0.001995       2.52947577
 2 38 21   0.0119 0.031623 0.002326       2.52949816
 2 38 22   0.0119 0.031623 0.002712       2.52952425
 2 38 23   0.0119 0.031623 0.003162       2.52959626
 2 38 24   0.0119 0.031623 0.003687       2.52964051
 2 38 25   0.0119 0.031623 0.004299       2.52969209
 2 38 26   0.0119 0.031623 0.005012       2.52975237
 2 38 27   0.0119 0.031623 0.005843       2.52982247
 2 38 28   0.0119 0.031623 0.006813       2.52995383
 2 38 29   0.0119 0.031623 0.007943       2.53005067
 2 38 30   0.0119 0.031623 0.009261       2.53016846
 2 38 31   0.0119 0.031623 0.010798       2.53030346
 2 38 32   0.0119 0.031623 0.012589       2.53027743
 2 38 33   0.0119 0.031623 0.014678       2.53043017
 2 38 34   0.0119 0.031623 0.017113       2.53060884
 2 38 35   0.0119 0.031623 0.019953       2.53086103
 2 38 36   0.0119 0.031623 0.023263       2.53099279
 2 38 37   0.0119 0.031623 0.027123       2.53129247
 2 38 38   0.0119 0.031623 0.031623       2.53180811
 2 38 39   0.0119 0.031623 0.036869       2.53243740
 2 38 40   0.0119 0.031623 0.042987       2.53316695
 2 38 41   0.0119 0.031623 0.050119       2.53403541
 2 38 42   0.0119 0.031623 0.058434       2.53496708
 2 38 43   0.0119 0.031623 0.068129       2.53578847
 2 38 44   0.0119 0.031623 0.079433       2.53697501
 2 38 45   0.0119 0.031623 0.092612       2.53842313
 2 38 46   0.0119 0.031623 0.107978       2.53977459
 2 38 47   0.0119 0.031623 0.125893       2.54138380
 2 38 48   0.0119 0.031623 0.146780       2.54326692
 2 38 49   0.0119 0.031623 0.171133       2.54549337
 2 38 50   0.0119 0.031623 0.199526       2.54813687
 2 38 51   0.0119 0.031623 0.232631       2.55108720
 2 38 52   0.0119 0.031623 0.271227       2.55462071
 2 38 53   0.0119 0.031623 0.316228       2.55893141
 2 38 54   0.0119 0.031623 0.368695       2.56389705
 2 38 55   0.0119 0.031623 0.429866       2.56955685
 2 38 56   0.0119 0.031623 0.501187       2.57600212
 2 38 57   0.0119 0.031623 0.584341       2.58326021
 2 38 58   0.0119 0.031623 0.681292       2.59155569
 2 38 59   0.0119 0.031623 0.794328       2.60080201
 2 38 60   0.0119 0.031623 0.926119       2.61115428
 2 39  1   0.0119 0.036869 0.000108       2.52930383
 2 39  2   0.0119 0.036869 0.000126       2.52930514
 2 39  3   0.0119 0.036869 0.000147       2.52930666
 2 39  4   0.0119 0.036869 0.000171       2.52930843
 2 39  5   0.0119 0.036869 0.000200       2.52931050
 2 39  6   0.0119 0.036869 0.000233       2.52931291
 2 39  7   0.0119 0.036869 0.000271       2.52931573
 2 39  8   0.0119 0.036869 0.000316       2.52931900
 2 39  9   0.0119 0.036869 0.000369       2.52932283
 2 39 10   0.0119 0.036869 0.000430       2.52932728
 2 39 11   0.0119 0.036869 0.000501       2.52933248
 2 39 12   0.0119 0.036869 0.000584       2.52933853
 2 39 13   0.0119 0.036869 0.000681       2.52934560
 2 39 14   0.0119 0.036869 0.000794       2.52935383
 2 39 15   0.0119 0.036869 0.000926       2.52936343
 2 39 16   0.0119 0.036869 0.001080       2.52937462
 2 39 17   0.0119 0.036869 0.001259       2.52939682
 2 39 18   0.0119 0.036869 0.001468       2.52941267
 2 39 19   0.0119 0.036869 0.001711       2.52943114
 2 39 20   0.0119 0.036869 0.001995       2.52945240
 2 39 21   0.0119 0.036869 0.002326       2.52947749
 2 39 22   0.0119 0.036869 0.002712       2.52954805
 2 39 23   0.0119 0.036869 0.003162       2.52959090
 2 39 24   0.0119 0.036869 0.003687       2.52964085
 2 39 25   0.0119 0.036869 0.004299       2.52969922
 2 39 26   0.0119 0.036869 0.005012       2.52976711
 2 39 27   0.0119 0.036869 0.005843       2.52989571
 2 39 28   0.0119 0.036869 0.006813       2.52998956
 2 39 29   0.0119 0.036869 0.007943       2.53010384
 2 39 30   0.0119 0.036869 0.009261       2.53023479
 2 39 31   0.0119 0.036869 0.010798       2.53020509
 2 39 32   0.0119 0.036869 0.012589       2.53035254
 2 39 33   0.0119 0.036869 0.014678       2.53052509
 2 39 34   0.0119 0.036869 0.017113       2.53076949
 2 39 35   0.0119 0.036869 0.019953       2.53089383
 2 39 36   0.0119 0.036869 0.023263       2.53118403
 2 39 37   0.0119 0.036869 0.027123       2.53168104
 2 39 38   0.0119 0.036869 0.031623       2.53229646
 2 39 39   0.0119 0.036869 0.036869       2.53301030
 2 39 40   0.0119 0.036869 0.042987       2.53386077
 2 39 41   0.0119 0.036869 0.050119       2.53477422
 2 39 42   0.0119 0.036869 0.058434       2.53557426
 2 39 43   0.0119 0.036869 0.068129       2.53673607
 2 39 44   0.0119 0.036869 0.079433       2.53815168
 2 39 45   0.0119 0.036869 0.092612       2.53949028
 2 39 46   0.0119 0.036869 0.107978       2.54106257
 2 39 47   0.0119 0.036869 0.125893       2.54291168
 2 39 48   0.0119 0.036869 0.146780       2.54510241
 2 39 49   0.0119 0.036869 0.171133       2.54771045
 2 39 50   0.0119 0.036869 0.199526       2.55062870
 2 39 51   0.0119 0.036869 0.232631       2.55411808
 2 39 52   0.0119 0.036869 0.271227       2.55841906
 2 39 53   0.0119 0.036869 0.316228       2.56338710
 2 39 54   0.0119 0.036869 0.368695       2.56907898
 2 39 55   0.0119 0.036869 0.429866       2.57560183
 2 39 56   0.0119 0.036869 0.501187       2.58300573
 2 39 57   0.0119 0.036869 0.584341       2.59154488
 2 39 58   0.0119 0.036869 0.681292       2.60117735
 2 39 59   0.0119 0.036869 0.794328       2.61211840
 2 39 60   0.0119 0.036869 0.926119       2.62445582
 2 40  1   0.0119 0.042987 0.000108       2.52925908
 2 40  2   0.0119 0.042987 0.000126       2.52926054
 2 40  3   0.0119 0.042987 0.000147       2.52926225
 2 40  4   0.0119 0.042987 0.000171       2.52926424
 2 40  5   0.0119 0.042987 0.000200       2.52926657
 2 40  6   0.0119 0.042987 0.000233       2.52926927
 2 40  7   0.0119 0.042987 0.000271       2.52927243
 2 40  8   0.0119 0.042987 0.000316       2.52927611
 2 40  9   0.0119 0.042987 0.000369       2.52928040
 2 40 10   0.0119 0.042987 0.000430       2.52928541
 2 40 11   0.0119 0.042987 0.000501       2.52929124
 2 40 12   0.0119 0.042987 0.000584       2.52929804
 2 40 13   0.0119 0.042987 0.000681       2.52930597
 2 40 14   0.0119 0.042987 0.000794       2.52931522
 2 40 15   0.0119 0.042987 0.000926       2.52932599
 2 40 16   0.0119 0.042987 0.001080       2.52934769
 2 40 17   0.0119 0.042987 0.001259       2.52936297
 2 40 18   0.0119 0.042987 0.001468       2.52938078
 2 40 19   0.0119 0.042987 0.001711       2.52940128
 2 40 20   0.0119 0.042987 0.001995       2.52942548
 2 40 21   0.0119 0.042987 0.002326       2.52949466
 2 40 22   0.0119 0.042987 0.002712       2.52953625
 2 40 23   0.0119 0.042987 0.003162       2.52958472
 2 40 24   0.0119 0.042987 0.003687       2.52964138
 2 40 25   0.0119 0.042987 0.004299       2.52970727
 2 40 26   0.0119 0.042987 0.005012       2.52983331
 2 40 27   0.0119 0.042987 0.005843       2.52992447
 2 40 28   0.0119 0.042987 0.006813       2.53003558
 2 40 29   0.0119 0.042987 0.007943       2.53016284
 2 40 30   0.0119 0.042987 0.009261       2.53031260
 2 40 31   0.0119 0.042987 0.010798       2.53027276
 2 40 32   0.0119 0.042987 0.012589       2.53043979
 2 40 33   0.0119 0.042987 0.014678       2.53067694
 2 40 34   0.0119 0.042987 0.017113       2.53079476
 2 40 35   0.0119 0.042987 0.019953       2.53107633
 2 40 36   0.0119 0.042987 0.023263       2.53155437
 2 40 37   0.0119 0.042987 0.027123       2.53214861
 2 40 38   0.0119 0.042987 0.031623       2.53285577
 2 40 39   0.0119 0.042987 0.036869       2.53368920
 2 40 40   0.0119 0.042987 0.042987       2.53458576
 2 40 41   0.0119 0.042987 0.050119       2.53536566
 2 40 42   0.0119 0.042987 0.058434       2.53650374
 2 40 43   0.0119 0.042987 0.068129       2.53789120
 2 40 44   0.0119 0.042987 0.079433       2.53921013
 2 40 45   0.0119 0.042987 0.092612       2.54075045
 2 40 46   0.0119 0.042987 0.107978       2.54256462
 2 40 47   0.0119 0.042987 0.125893       2.54471718
 2 40 48   0.0119 0.042987 0.146780       2.54728519
 2 40 49   0.0119 0.042987 0.171133       2.55016388
 2 40 50   0.0119 0.042987 0.199526       2.55360733
 2 40 51   0.0119 0.042987 0.232631       2.55786809
 2 40 52   0.0119 0.042987 0.271227       2.56281115
 2 40 53   0.0119 0.042987 0.316228       2.56849520
 2 40 54   0.0119 0.042987 0.368695       2.57503826
 2 40 55   0.0119 0.042987 0.429866       2.58250639
 2 40 56   0.0119 0.042987 0.501187       2.59117379
 2 40 57   0.0119 0.042987 0.584341       2.60103046
 2 40 58   0.0119 0.042987 0.681292       2.61233409
 2 40 59   0.0119 0.042987 0.794328       2.62523250
 2 40 60   0.0119 0.042987 0.926119       2.63978858
 2 41  1   0.0119 0.050119 0.000108       2.52920765
 2 41  2   0.0119 0.050119 0.000126       2.52920930
 2 41  3   0.0119 0.050119 0.000147       2.52921122
 2 41  4   0.0119 0.050119 0.000171       2.52921347
 2 41  5   0.0119 0.050119 0.000200       2.52921608
 2 41  6   0.0119 0.050119 0.000233       2.52921913
 2 41  7   0.0119 0.050119 0.000271       2.52922268
 2 41  8   0.0119 0.050119 0.000316       2.52922682
 2 41  9   0.0119 0.050119 0.000369       2.52923166
 2 41 10   0.0119 0.050119 0.000430       2.52923729
 2 41 11   0.0119 0.050119 0.000501       2.52924385
 2 41 12   0.0119 0.050119 0.000584       2.52925151
 2 41 13   0.0119 0.050119 0.000681       2.52926044
 2 41 14   0.0119 0.050119 0.000794       2.52927084
 2 41 15   0.0119 0.050119 0.000926       2.52929208
 2 41 16   0.0119 0.050119 0.001080       2.52930685
 2 41 17   0.0119 0.050119 0.001259       2.52932407
 2 41 18   0.0119 0.050119 0.001468       2.52934388
 2 41 19   0.0119 0.050119 0.001711       2.52936727
 2 41 20   0.0119 0.050119 0.001995       2.52943512
 2 41 21   0.0119 0.050119 0.002326       2.52947555
 2 41 22   0.0119 0.050119 0.002712       2.52952268
 2 41 23   0.0119 0.050119 0.003162       2.52957776
 2 41 24   0.0119 0.050119 0.003687       2.52964183
 2 41 25   0.0119 0.050119 0.004299       2.52976547
 2 41 26   0.0119 0.050119 0.005012       2.52985416
 2 41 27   0.0119 0.050119 0.005843       2.52996234
 2 41 28   0.0119 0.050119 0.006813       2.53008621
 2 41 29   0.0119 0.050119 0.007943       2.53023203
 2 41 30   0.0119 0.050119 0.009261       2.53018928
 2 41 31   0.0119 0.050119 0.010798       2.53035125
 2 41 32   0.0119 0.050119 0.012589       2.53058158
 2 41 33   0.0119 0.050119 0.014678       2.53069364
 2 41 34   0.0119 0.050119 0.017113       2.53096726
 2 41 35   0.0119 0.050119 0.019953       2.53142563
 2 41 36   0.0119 0.050119 0.023263       2.53200765
 2 41 37   0.0119 0.050119 0.027123       2.53270043
 2 41 38   0.0119 0.050119 0.031623       2.53351751
 2 41 39   0.0119 0.050119 0.036869       2.53439831
 2 41 40   0.0119 0.050119 0.042987       2.53515907
 2 41 41   0.0119 0.050119 0.050119       2.53627435
 2 41 42   0.0119 0.050119 0.058434       2.53763403
 2 41 43   0.0119 0.050119 0.068129       2.53893542
 2 41 44   0.0119 0.050119 0.079433       2.54044396
 2 41 45   0.0119 0.050119 0.092612       2.54222273
 2 41 46   0.0119 0.050119 0.107978       2.54433555
 2 41 47   0.0119 0.050119 0.125893       2.54686043
 2 41 48   0.0119 0.050119 0.146780       2.54969442
 2 41 49   0.0119 0.050119 0.171133       2.55307615
 2 41 50   0.0119 0.050119 0.199526       2.55728869
 2 41 51   0.0119 0.050119 0.232631       2.56218706
 2 41 52   0.0119 0.050119 0.271227       2.56783444
 2 41 53   0.0119 0.050119 0.316228       2.57435616
 2 41 54   0.0119 0.050119 0.368695       2.58184432
 2 41 55   0.0119 0.050119 0.429866       2.59050410
 2 41 56   0.0119 0.050119 0.501187       2.60050382
 2 41 57   0.0119 0.050119 0.584341       2.61200480
 2 41 58   0.0119 0.050119 0.681292       2.62523986
 2 41 59   0.0119 0.050119 0.794328       2.64031410
 2 41 60   0.0119 0.050119 0.926119       2.65749187
 2 42  1   0.0119 0.058434 0.000108       2.52914871
 2 42  2   0.0119 0.058434 0.000126       2.52915057
 2 42  3   0.0119 0.058434 0.000147       2.52915274
 2 42  4   0.0119 0.058434 0.000171       2.52915527
 2 42  5   0.0119 0.058434 0.000200       2.52915822
 2 42  6   0.0119 0.058434 0.000233       2.52916166
 2 42  7   0.0119 0.058434 0.000271       2.52916567
 2 42  8   0.0119 0.058434 0.000316       2.52917034
 2 42  9   0.0119 0.058434 0.000369       2.52917579
 2 42 10   0.0119 0.058434 0.000430       2.52918214
 2 42 11   0.0119 0.058434 0.000501       2.52918955
 2 42 12   0.0119 0.058434 0.000584       2.52919818
 2 42 13   0.0119 0.058434 0.000681       2.52920825
 2 42 14   0.0119 0.058434 0.000794       2.52922906
 2 42 15   0.0119 0.058434 0.000926       2.52924336
 2 42 16   0.0119 0.058434 0.001080       2.52926004
 2 42 17   0.0119 0.058434 0.001259       2.52927922
 2 42 18   0.0119 0.058434 0.001468       2.52930187
 2 42 19   0.0119 0.058434 0.001711       2.52936841
 2 42 20   0.0119 0.058434 0.001995       2.52940776
 2 42 21   0.0119 0.058434 0.002326       2.52945364
 2 42 22   0.0119 0.058434 0.002712       2.52950726
 2 42 23   0.0119 0.058434 0.003162       2.52956963
 2 42 24   0.0119 0.058434 0.003687       2.52969097
 2 42 25   0.0119 0.058434 0.004299       2.52978173
 2 42 26   0.0119 0.058434 0.005012       2.52988284
 2 42 27   0.0119 0.058434 0.005843       2.53000352
 2 42 28   0.0119 0.058434 0.006813       2.53014564
 2 42 29   0.0119 0.058434 0.007943       2.53010054
 2 42 30   0.0119 0.058434 0.009261       2.53025784
 2 42 31   0.0119 0.058434 0.010798       2.53047627
 2 42 32   0.0119 0.058434 0.012589       2.53058857
 2 42 33   0.0119 0.058434 0.014678       2.53085602
 2 42 34   0.0119 0.058434 0.017113       2.53129232
 2 42 35   0.0119 0.058434 0.019953       2.53186253
 2 42 36   0.0119 0.058434 0.023263       2.53254043
 2 42 37   0.0119 0.058434 0.027123       2.53334245
 2 42 38   0.0119 0.058434 0.031623       2.53420839
 2 42 39   0.0119 0.058434 0.036869       2.53495079
 2 42 40   0.0119 0.058434 0.042987       2.53604467
 2 42 41   0.0119 0.058434 0.050119       2.53737590
 2 42 42   0.0119 0.058434 0.058434       2.53866081
 2 42 43   0.0119 0.058434 0.068129       2.54013891
 2 42 44   0.0119 0.058434 0.079433       2.54188194
 2 42 45   0.0119 0.058434 0.092612       2.54395380
 2 42 46   0.0119 0.058434 0.107978       2.54643322
 2 42 47   0.0119 0.058434 0.125893       2.54921871
 2 42 48   0.0119 0.058434 0.146780       2.55252999
 2 42 49   0.0119 0.058434 0.171133       2.55668008
 2 42 50   0.0119 0.058434 0.199526       2.56140970
 2 42 51   0.0119 0.058434 0.232631       2.56711272
 2 42 52   0.0119 0.058434 0.271227       2.57358055
 2 42 53   0.0119 0.058434 0.316228       2.58103171
 2 42 54   0.0119 0.058434 0.368695       2.58967421
 2 42 55   0.0119 0.058434 0.429866       2.59969451
 2 42 56   0.0119 0.058434 0.501187       2.61126920
 2 42 57   0.0119 0.058434 0.584341       2.62466531
 2 42 58   0.0119 0.058434 0.681292       2.64002806
 2 42 59   0.0119 0.058434 0.794328       2.65767945
 2 42 60   0.0119 0.058434 0.926119       2.67786296
 2 43  1   0.0119 0.068129 0.000108       2.52908139
 2 43  2   0.0119 0.068129 0.000126       2.52908349
 2 43  3   0.0119 0.068129 0.000147       2.52908594
 2 43  4   0.0119 0.068129 0.000171       2.52908880
 2 43  5   0.0119 0.068129 0.000200       2.52909213
 2 43  6   0.0119 0.068129 0.000233       2.52909601
 2 43  7   0.0119 0.068129 0.000271       2.52910054
 2 43  8   0.0119 0.068129 0.000316       2.52910582
 2 43  9   0.0119 0.068129 0.000369       2.52911197
 2 43 10   0.0119 0.068129 0.000430       2.52911915
 2 43 11   0.0119 0.068129 0.000501       2.52912751
 2 43 12   0.0119 0.068129 0.000584       2.52913727
 2 43 13   0.0119 0.068129 0.000681       2.52915767
 2 43 14   0.0119 0.068129 0.000794       2.52917154
 2 43 15   0.0119 0.068129 0.000926       2.52918771
 2 43 16   0.0119 0.068129 0.001080       2.52920630
 2 43 17   0.0119 0.068129 0.001259       2.52922827
 2 43 18   0.0119 0.068129 0.001468       2.52929348
 2 43 19   0.0119 0.068129 0.001711       2.52933181
 2 43 20   0.0119 0.068129 0.001995       2.52937650
 2 43 21   0.0119 0.068129 0.002326       2.52942874
 2 43 22   0.0119 0.068129 0.002712       2.52948950
 2 43 23   0.0119 0.068129 0.003162       2.52960859
 2 43 24   0.0119 0.068129 0.003687       2.52969710
 2 43 25   0.0119 0.068129 0.004299       2.52979568
 2 43 26   0.0119 0.068129 0.005012       2.52991334
 2 43 27   0.0119 0.068129 0.005843       2.53005193
 2 43 28   0.0119 0.068129 0.006813       2.53000499
 2 43 29   0.0119 0.068129 0.007943       2.53015790
 2 43 30   0.0119 0.068129 0.009261       2.53033261
 2 43 31   0.0119 0.068129 0.010798       2.53047764
 2 43 32   0.0119 0.068129 0.012589       2.53073754
 2 43 33   0.0119 0.068129 0.014678       2.53115194
 2 43 34   0.0119 0.068129 0.017113       2.53171050
 2 43 35   0.0119 0.068129 0.019953       2.53237452
 2 43 36   0.0119 0.068129 0.023263       2.53316071
 2 43 37   0.0119 0.068129 0.027123       2.53399401
 2 43 38   0.0119 0.068129 0.031623       2.53473699
 2 43 39   0.0119 0.068129 0.036869       2.53580877
 2 43 40   0.0119 0.068129 0.042987       2.53711232
 2 43 41   0.0119 0.068129 0.050119       2.53838420
 2 43 42   0.0119 0.068129 0.058434       2.53983058
 2 43 43   0.0119 0.068129 0.068129       2.54154061
 2 43 44   0.0119 0.068129 0.079433       2.54356707
 2 43 45   0.0119 0.068129 0.092612       2.54599891
 2 43 46   0.0119 0.068129 0.107978       2.54873274
 2 43 47   0.0119 0.068129 0.125893       2.55196561
 2 43 48   0.0119 0.068129 0.146780       2.55604962
 2 43 49   0.0119 0.068129 0.171133       2.56070928
 2 43 50   0.0119 0.068129 0.199526       2.56633649
 2 43 51   0.0119 0.068129 0.232631       2.57272545
 2 43 52   0.0119 0.068129 0.271227       2.58010760
 2 43 53   0.0119 0.068129 0.316228       2.58868589
 2 43 54   0.0119 0.068129 0.368695       2.59865925
 2 43 55   0.0119 0.068129 0.429866       2.61021805
 2 43 56   0.0119 0.068129 0.501187       2.62364820
 2 43 57   0.0119 0.068129 0.584341       2.63912367
 2 43 58   0.0119 0.068129 0.681292       2.65700578
 2 43 59   0.0119 0.068129 0.794328       2.67759480
 2 43 60   0.0119 0.068129 0.926119       2.70121201
 2 44  1   0.0119 0.079433 0.000108       2.52900478
 2 44  2   0.0119 0.079433 0.000126       2.52900716
 2 44  3   0.0119 0.079433 0.000147       2.52900993
 2 44  4   0.0119 0.079433 0.000171       2.52901316
 2 44  5   0.0119 0.079433 0.000200       2.52901692
 2 44  6   0.0119 0.079433 0.000233       2.52902131
 2 44  7   0.0119 0.079433 0.000271       2.52902643
 2 44  8   0.0119 0.079433 0.000316       2.52903240
 2 44  9   0.0119 0.079433 0.000369       2.52903935
 2 44 10   0.0119 0.079433 0.000430       2.52904747
 2 44 11   0.0119 0.079433 0.000501       2.52905692
 2 44 12   0.0119 0.079433 0.000584       2.52907693
 2 44 13   0.0119 0.079433 0.000681       2.52909039
 2 44 14   0.0119 0.079433 0.000794       2.52910609
 2 44 15   0.0119 0.079433 0.000926       2.52912412
 2 44 16   0.0119 0.079433 0.001080       2.52914544
 2 44 17   0.0119 0.079433 0.001259       2.52920927
 2 44 18   0.0119 0.079433 0.001468       2.52924662
 2 44 19   0.0119 0.079433 0.001711       2.52929016
 2 44 20   0.0119 0.079433 0.001995       2.52934106
 2 44 21   0.0119 0.079433 0.002326       2.52940026
 2 44 22   0.0119 0.079433 0.002712       2.52951727
 2 44 23   0.0119 0.079433 0.003162       2.52960342
 2 44 24   0.0119 0.079433 0.003687       2.52969955
 2 44 25   0.0119 0.079433 0.004299       2.52981426
 2 44 26   0.0119 0.079433 0.005012       2.52994942
 2 44 27   0.0119 0.079433 0.005843       2.52990113
 2 44 28   0.0119 0.079433 0.006813       2.53004982
 2 44 29   0.0119 0.079433 0.007943       2.53021699
 2 44 30   0.0119 0.079433 0.009261       2.53035902
 2 44 31   0.0119 0.079433 0.010798       2.53061210
 2 44 32   0.0119 0.079433 0.012589       2.53100199
 2 44 33   0.0119 0.079433 0.014678       2.53154882
 2 44 34   0.0119 0.079433 0.017113       2.53219878
 2 44 35   0.0119 0.079433 0.019953       2.53296896
 2 44 36   0.0119 0.079433 0.023263       2.53378855
 2 44 37   0.0119 0.079433 0.027123       2.53451376
 2 44 38   0.0119 0.079433 0.031623       2.53556477
 2 44 39   0.0119 0.079433 0.036869       2.53683855
 2 44 40   0.0119 0.079433 0.042987       2.53809963
 2 44 41   0.0119 0.079433 0.050119       2.53951124
 2 44 42   0.0119 0.079433 0.058434       2.54119174
 2 44 43   0.0119 0.079433 0.068129       2.54316959
 2 44 44   0.0119 0.079433 0.079433       2.54555159
 2 44 45   0.0119 0.079433 0.092612       2.54823068
 2 44 46   0.0119 0.079433 0.107978       2.55135710
 2 44 47   0.0119 0.079433 0.125893       2.55538790
 2 44 48   0.0119 0.079433 0.146780       2.55996777
 2 44 49   0.0119 0.079433 0.171133       2.56550505
 2 44 50   0.0119 0.079433 0.199526       2.57179890
 2 44 51   0.0119 0.079433 0.232631       2.57908223
 2 44 52   0.0119 0.079433 0.271227       2.58755920
 2 44 53   0.0119 0.079433 0.316228       2.59743432
 2 44 54   0.0119 0.079433 0.368695       2.60890652
 2 44 55   0.0119 0.079433 0.429866       2.62227323
 2 44 56   0.0119 0.079433 0.501187       2.63772742
 2 44 57   0.0119 0.079433 0.584341       2.65565599
 2 44 58   0.0119 0.079433 0.681292       2.67639753
 2 44 59   0.0119 0.079433 0.794328       2.70036863
 2 44 60   0.0119 0.079433 0.926119       2.72798452
 2 45  1   0.0119 0.092612 0.000108       2.52891803
 2 45  2   0.0119 0.092612 0.000126       2.52892072
 2 45  3   0.0119 0.092612 0.000147       2.52892385
 2 45  4   0.0119 0.092612 0.000171       2.52892750
 2 45  5   0.0119 0.092612 0.000200       2.52893176
 2 45  6   0.0119 0.092612 0.000233       2.52893672
 2 45  7   0.0119 0.092612 0.000271       2.52894251
 2 45  8   0.0119 0.092612 0.000316       2.52894926
 2 45  9   0.0119 0.092612 0.000369       2.52895712
 2 45 10   0.0119 0.092612 0.000430       2.52896629
 2 45 11   0.0119 0.092612 0.000501       2.52898591
